,text,real,text_no_link
2232,Very upset with @RandyRainbow! Melanie just told Barron she thinks she may be a #cuomosexual. https://t.co/O9QdgMf0cD,0.0,Very upset with @RandyRainbow! Melanie just told Barron she thinks she may be a #cuomosexual.
2233,SOCIAL DISTANCING! https://t.co/Z5FQTIS6q8,0.0,SOCIAL DISTANCING!
2234,THERE'S GOING TO BE A LOT OF DEATH. https://t.co/Z3wHZGyP7M,0.0,THERE'S GOING TO BE A LOT OF DEATH.
2235,DID YOU HAVE TO MAKE THE BODY BAGS ORANGE? https://t.co/11yV3sIlwP,0.0,DID YOU HAVE TO MAKE THE BODY BAGS ORANGE?
2236,"Thanks to me, tens of thousands will die this month. Restaurants are closed. Sports are cancelled. Broadway has shut down. Movie releases have been postponed. Millions are unemployed. But have you noticed how few people are advertising in The New York Times? Ha ha. I showed them!",0.0,"Thanks to me, tens of thousands will die this month. Restaurants are closed. Sports are cancelled. Broadway has shut down. Movie releases have been postponed. Millions are unemployed. But have you noticed how few people are advertising in The New York Times? Ha ha. I showed them!"
2237,Voting by mail should be as hard to do as getting a test for #Covid_19! I’ve been tested twice even though I don’t have symptoms! #Winning https://t.co/X5VGS3CZLh,0.0,Voting by mail should be as hard to do as getting a test for #Covid_19! I’ve been tested twice even though I don’t have symptoms! #Winning
2238,IGNORE ALL THE DEATH AND ALL OF MY INCOMPETENCE! THERE WILL BE LIGHT AT THE END OF THE TUNNEL EVENTUALLY!,0.0,IGNORE ALL THE DEATH AND ALL OF MY INCOMPETENCE! THERE WILL BE LIGHT AT THE END OF THE TUNNEL EVENTUALLY!
2239,"Leadership: Whatever happens, I’m not responsible. If the death toll is more than 90,000, I’m not responsible. Even if people tell you they warned me in January this is exactly what would happen, I’m not responsible. Also, don’t show me any more “models” unless they are all 10s.",0.0,"Leadership: Whatever happens, I’m not responsible. If the death toll is more than 90,000, I’m not responsible. Even if people tell you they warned me in January this is exactly what would happen, I’m not responsible. Also, don’t show me any more “models” unless they are all 10s."
2240,"I made a promise to America that, unlike George ""W."" Bush, I would not get America into stupid and costly wars! Instead, I have gotten us into an ""Extremely Stupid"" and ""Unbelievably Costly"" one with a ""Lot of Death."" But don't worry. I'm not going to take any responsibility! https://t.co/fqNgw2Pv7N",0.0,"I made a promise to America that, unlike George ""W."" Bush, I would not get America into stupid and costly wars! Instead, I have gotten us into an ""Extremely Stupid"" and ""Unbelievably Costly"" one with a ""Lot of Death."" But don't worry. I'm not going to take any responsibility!"
2241,Many people are calling it Don’t-Cover-Your-Face-Book https://t.co/5TvZVe5De3,0.0,Many people are calling it Don’t-Cover-Your-Face-Book
2242,"I’m not a doctor, but I play one on TV.",0.0,"I’m not a doctor, but I play one on TV."
2243,THE VIRUS IS NOW IN 182 COUNTRIES! MANY OF THOSE COUNTRIES DIDN’T EVEN EXIST THREE WEEKS AGO!,0.0,THE VIRUS IS NOW IN 182 COUNTRIES! MANY OF THOSE COUNTRIES DIDN’T EVEN EXIST THREE WEEKS AGO!
2244,"#NeverForget Before this all happened we had the greatest economy in the history of the world, believe me! Except for maybe farming and manufacturing and mining and steel and retail. And the deficit. Apart from that, best ever! https://t.co/5U749K4L1O",0.0,"#NeverForget Before this all happened we had the greatest economy in the history of the world, believe me! Except for maybe farming and manufacturing and mining and steel and retail. And the deficit. Apart from that, best ever!"
2245,NEW ADVICE FROM THE SURGEON GENERAL: STAY AWAY FROM TIGERS!,0.0,NEW ADVICE FROM THE SURGEON GENERAL: STAY AWAY FROM TIGERS!
2246,THIS IS LIKE PEARL HARBOR IF FDR HAD A THREE-MONTH WARNING!,0.0,THIS IS LIKE PEARL HARBOR IF FDR HAD A THREE-MONTH WARNING!
2247,My new brand identity. https://t.co/msOIP94kkv,0.0,My new brand identity.
2248,"We are learning much about the Invisible Enemy. It is tough and smart, but we are tougher and smarter!

https://t.co/7QetPiCQNh",0.0,"We are learning much about the Invisible Enemy. It is tough and smart, but we are tougher and smarter!"
2249,"Jared has been distributing OUR ""Strategic National Stockpile"" very strategically, based on The Electoral College Map! #Winning #Trump2020 https://t.co/wxcS9bCKjB",0.0,"Jared has been distributing OUR ""Strategic National Stockpile"" very strategically, based on The Electoral College Map! #Winning #Trump2020"
2250,Kinky Matt is correct! This is no time to divert attention from the newly reopened Republican investigation into Hunter Biden! https://t.co/76n06IrulF,0.0,Kinky Matt is correct! This is no time to divert attention from the newly reopened Republican investigation into Hunter Biden!
2251,"I have always known this is a real, this is a pandemic. I’ve felt it was a pandemic long before it was called a pandemic. I’ve always viewed it as very serious. I’m just extremely evil. https://t.co/kXmpA3L39G",0.0,"I have always known this is a real, this is a pandemic. I’ve felt it was a pandemic long before it was called a pandemic. I’ve always viewed it as very serious. I’m just extremely evil."
2252,I thought you were Jewish. https://t.co/zCPL2eYFbT,0.0,I thought you were Jewish.
2253,Many people are saying He is the King! Thank you.,0.0,Many people are saying He is the King! Thank you.
2254,Lock her up? https://t.co/oyQOVIE2ke,0.0,Lock her up?
2255,NOBODY SAW IT COMING! https://t.co/jjDTx682b8,0.0,NOBODY SAW IT COMING!
2256,NO PRESIDENT HAS CAUSED MORE DEATH THAN ME! #TrumpPressConference https://t.co/PQcLbXZvSs,0.0,NO PRESIDENT HAS CAUSED MORE DEATH THAN ME! #TrumpPressConference
2257,"There was no need to test! I totally shut it down coming in from China except for 430,000 people! https://t.co/VKj6Cw7rOw",0.0,"There was no need to test! I totally shut it down coming in from China except for 430,000 people!"
2258,WE HAVE THE GREATEST MEDICAL PROFESSIONALS IN THE WORLD! THEY SUCKED WHEN OBAMA WAS PRESIDENT BUT NOW THEY ARE TERRIFIC!,0.0,WE HAVE THE GREATEST MEDICAL PROFESSIONALS IN THE WORLD! THEY SUCKED WHEN OBAMA WAS PRESIDENT BUT NOW THEY ARE TERRIFIC!
2259,"Many people (like Nasty Rachel @maddow) are saying,”why didn’t you listen to the “experts” like Dr. Fauci and keep America safe?” But he’s not the only doctor. Dr. Drew was making some very persuasive points on Fox News! #BothSides #FoxNewsLiedAsPeopleDied https://t.co/2XbxVflfXj",0.0,"Many people (like Nasty Rachel @maddow) are saying,”why didn’t you listen to the “experts” like Dr. Fauci and keep America safe?” But he’s not the only doctor. Dr. Drew was making some very persuasive points on Fox News! #BothSides #FoxNewsLiedAsPeopleDied"
2260,I am tired of Nasty Women like @yamiche and @weijia with all their “gotcha” questions. Bring back @trish_regan to host a Special Report on how Failed Emperor Obama killed us all with Ebola! Thank you. https://t.co/ClYTUBZT9Z,0.0,I am tired of Nasty Women like @yamiche and @weijia with all their “gotcha” questions. Bring back @trish_regan to host a Special Report on how Failed Emperor Obama killed us all with Ebola! Thank you.
2261,Many people are saying #FoxNewsLiedAsPeopleDied but that can’t be true because I was telling people the exact same thing and I’m doing a great job! The hoax virus has disappeared like a miracle. https://t.co/WGpLZ5sHkr,0.0,Many people are saying #FoxNewsLiedAsPeopleDied but that can’t be true because I was telling people the exact same thing and I’m doing a great job! The hoax virus has disappeared like a miracle.
2262,I’m calling it Medicare for Everyone. It’s a new thing I just invented. https://t.co/HoGxV3OSX8,0.0,I’m calling it Medicare for Everyone. It’s a new thing I just invented.
2263,Not gonna do it. https://t.co/06zxrV0vNn,0.0,Not gonna do it.
2264,We must have Voter ID to safeguard elections from voters! https://t.co/G47mSkMf12,0.0,We must have Voter ID to safeguard elections from voters!
2265,THESE NASTY WOMEN WITH THEIR GOTCHA QUESTIONS!,0.0,THESE NASTY WOMEN WITH THEIR GOTCHA QUESTIONS!
2266,I told Dr. Fauci to stay at home. Jared and I can take care of things from here! https://t.co/2chwIMASH7,0.0,I told Dr. Fauci to stay at home. Jared and I can take care of things from here!
2267,Great job being done by #Florida to keep their numbers down! https://t.co/zBEzid1kOl,0.0,Great job being done by #Florida to keep their numbers down!
2268,"Many people are saying #KushnerIsAnIdiot, but Jared is making a bundle off the crisis he helped me create, so maybe he's smarter than you think! https://t.co/EzOABnxJl3",0.0,"Many people are saying #KushnerIsAnIdiot, but Jared is making a bundle off the crisis he helped me create, so maybe he's smarter than you think!"
2269,"Jared ran the numbers and found out he could get 100,000 body bags for less than the cost of 100 ventilators. https://t.co/wbHq4YbvmU",0.0,"Jared ran the numbers and found out he could get 100,000 body bags for less than the cost of 100 ventilators."
2270,"We must stop all investigations except into Hunter Biden, Pizzagate,  Benghazi and who is Lionel Messi and how come he has all those Facebook followers? Thank you!",0.0,"We must stop all investigations except into Hunter Biden, Pizzagate, Benghazi and who is Lionel Messi and how come he has all those Facebook followers? Thank you!"
2271,But they don't get ratings like me and the Bachelor finale! https://t.co/xYx8zvwAez,0.0,But they don't get ratings like me and the Bachelor finale!
2272,"Thank goodness I put Jared in charge of the medical! He is much too smart to let the states use up the lifesaving supplies that the federals might need. Thank you, Jared! https://t.co/n73bK3LeSC",0.0,"Thank goodness I put Jared in charge of the medical! He is much too smart to let the states use up the lifesaving supplies that the federals might need. Thank you, Jared!"
2273,AMAZING PROGRESS! TWO OUT OF THREE TESTS ARE NOW ACCURATE! https://t.co/1WelKK2Fhi,0.0,AMAZING PROGRESS! TWO OUT OF THREE TESTS ARE NOW ACCURATE!
2274,"I’ve heard that some very serious criminals are being released in the midst of the #TrumpPandemic! Rod Blagojevich is back on the streets, I heard. https://t.co/iVPOR2WJcB",0.0,"I’ve heard that some very serious criminals are being released in the midst of the #TrumpPandemic! Rod Blagojevich is back on the streets, I heard."
2275,Tremendous levels of infectious disease are pouring across the border from Oklahoma to Arkansas! https://t.co/LHPaZliu4J,0.0,Tremendous levels of infectious disease are pouring across the border from Oklahoma to Arkansas!
2276,"OUR SAILORS AND TROOPS MUST TOUGH IT OUT UNTIL THE CORONAVIRUS HOAX IS OVER! IT WILL DISAPPEAR LIKE A MIRACLE, JUST LIKE MY BONE SPURS DID AS SOON AS THE VIETNAM WAR ENDED! #COVID19PANDEMIC https://t.co/SwsFH504Gu",0.0,"OUR SAILORS AND TROOPS MUST TOUGH IT OUT UNTIL THE CORONAVIRUS HOAX IS OVER! IT WILL DISAPPEAR LIKE A MIRACLE, JUST LIKE MY BONE SPURS DID AS SOON AS THE VIETNAM WAR ENDED! #COVID19PANDEMIC"
2277,COULD BE AS HIGH AS 15 MILLION BARRELS IF ANYONE CARES RIGHT NOW!,0.0,COULD BE AS HIGH AS 15 MILLION BARRELS IF ANYONE CARES RIGHT NOW!
2278,MAKE RUSSIA GREAT AGAIN!,0.0,MAKE RUSSIA GREAT AGAIN!
2279,GREAT NEWS! We have now completed 10 million tests of the unemployment application system. #Winning,0.0,GREAT NEWS! We have now completed 10 million tests of the unemployment application system. #Winning
2280,Many people are saying they only read stories about Robert Kraft if they know there's going to be a happy ending. https://t.co/KTjpCngBtc,0.0,Many people are saying they only read stories about Robert Kraft if they know there's going to be a happy ending.
2281,"JOBS, JOBS, JOBS!",0.0,"JOBS, JOBS, JOBS!"
2282,When was he going to tell me? https://t.co/dmZihVGqgp,0.0,When was he going to tell me?
2283,V. Putin is very smart! https://t.co/Nt29WA61zG,0.0,V. Putin is very smart!
2284,"Many people are calling it the #TrumpGenocide, but Jared deserves a lot of credit too. https://t.co/fp3jXMPwQn",0.0,"Many people are calling it the #TrumpGenocide, but Jared deserves a lot of credit too."
2285,"Among people who caused 1,000 or more deaths today https://t.co/bJacurINOC",0.0,"Among people who caused 1,000 or more deaths today"
2286,April. https://t.co/3hzHusSFys,0.0,April.
2287,I INHERITED A BROKEN SYSTEM! SOME IDIOT DISBANDED THE PANDEMIC RESPONSE TEAM IN 2018!,0.0,I INHERITED A BROKEN SYSTEM! SOME IDIOT DISBANDED THE PANDEMIC RESPONSE TEAM IN 2018!
2288,We may be losing the war on the virus but we are #winning the war on the poors! https://t.co/1j8MlCJDLO,0.0,We may be losing the war on the virus but we are #winning the war on the poors!
2289,"I’m still worried about my numbers though, Mike! https://t.co/XfpkzIUv5w",0.0,"I’m still worried about my numbers though, Mike!"
2290,"When you let a virus spread unchecked for months, then withhold PPE and ventilators long enough, even they “Nasty” ones start being nice! https://t.co/EdYRhKw5cc",0.0,"When you let a virus spread unchecked for months, then withhold PPE and ventilators long enough, even they “Nasty” ones start being nice!"
2291,Don’t be a cutie pie. https://t.co/KjRhn6BkdF,0.0,Don’t be a cutie pie.
2292,"I could shoot 100,000 people all over the country with invisible bullets and still not lose a single vote!",0.0,"I could shoot 100,000 people all over the country with invisible bullets and still not lose a single vote!"
2293,"Many people are saying if my University got shut down for fraud, the same thing should happen to my Presidency! https://t.co/6uGnkZCf3F",0.0,"Many people are saying if my University got shut down for fraud, the same thing should happen to my Presidency!"
2294,You know that hoax thing I said you shouldn't worry about because it was going to zero? April Fools.,0.0,You know that hoax thing I said you shouldn't worry about because it was going to zero? April Fools.
2295,Lock her up? https://t.co/nbttsG7B2V,0.0,Lock her up?
2296,"Thankfully, Steve Mnuchin has $500 billion he can lend me to get through the crisis! https://t.co/S3Sc9bUu62",0.0,"Thankfully, Steve Mnuchin has $500 billion he can lend me to get through the crisis!"
2297,"Why didn't New Orleans cancel Mardi Gras! They should have taken the #coronavirus much more seriously. OK, maybe me having a rally in South Carolina 3 days later sent the wrong message. And the one in North Carolina 3 days after that wasn't too smart. But you can't blame me!",0.0,"Why didn't New Orleans cancel Mardi Gras! They should have taken the #coronavirus much more seriously. OK, maybe me having a rally in South Carolina 3 days later sent the wrong message. And the one in North Carolina 3 days after that wasn't too smart. But you can't blame me!"
2298,NOBODY SAW IT COMING! https://t.co/0tb1pTeOAF,0.0,NOBODY SAW IT COMING!
2299,"I know South Korea better than anyone else. For example: ""Republic of Korea"" redirects here. For the Democratic People's Republic of Korea, see North Korea. For other uses, see Korea (disambiguation). NO FURTHER QUESTIONS!",0.0,"I know South Korea better than anyone else. For example: ""Republic of Korea"" redirects here. For the Democratic People's Republic of Korea, see North Korea. For other uses, see Korea (disambiguation). NO FURTHER QUESTIONS!"
