,text,real
2262,"So-called ""first"" lady (she was NEVER MY ""first"" by the way)- Melania Trump- just announced her “Be Best” campaign (whatever that is). Now her poll numbers are up- much bigger then mine. MAKES NO SENSE! MY ratings should be hire then hers! Why would ANYONE like her more then me?",0.0
2263,"Rudy Giuliani & I came up with a GREAT stratagy to deal with Bob Mueller. We’ll ATTACK his military service! BOTH Rudy & I were rich enough to avoid the military draft. SMART! But Mueller was so poor & stupid, he VOLUNTEERED for the Marine Core & went to war! DUMB! #MondayMorning",0.0
2264,"I've spent ALL morning in the WH Situation Room meeting with my advisors about a HUGE Top Secret crisis that if revealed, will be the BIGGIST story EVER! (The crisis has something to do with porn stars.) I am, of course, keeping Sarah Huckabee Sanders in the dark. #SundayMorning",0.0
2265,"Rudy Giuliani' story that we made up DIDN'T go well. Our NEW plan is to create NEW facts & a NEW story about my $130,000 campaign payments to keep Stormy Daniels QUIET about our affair (so I could beat Crooked Hillary). CAN'T WAIT to see what our new story will be! #FridayFeeling",0.0
2267,I just FIRED my White House lawyer Ty Cobb. Crazy Cobb kept telling me Mueller has lots of evidence that I commited crimes INSTEAD of saying Mueller is on a WITCH HUNT! (which is MY current legul defense). I also hired a NEW lawyer - Emmet Flood - who is an EXPERT on impeachment!,0.0
2268,"I WANT a Noble Peace Prize! I DESERVE IT! Either for MY nuclear war with Korea or MY missile strikes on Serbia, or MY Trump wall (which will be REALLY big). NOT FAIR that LOSER Obama got LOW TV-ratings & STILL got a prize. I want a prize too! #WednesdayWisdom",0.0
2271,"At the White House Correspondents dinner, Michelle Wolf attacked & was CRUEL to Sarah Huckabee Sanders! SO FUNNY! I'm still laughing! BUT THEN Wolf made fun of ME! NOT funny! It was MEAN & ILLEGAL! The US CONSTITUTION says NO ONE can critisize ME! #WHCD #WHCADinner #SundayMorning",0.0
2272,"I'm about to start my MICHIGAN RALLY! But we are still looking for a minority to put behind me on stage. ANY minority - black, hispanic, indian, whatever. Their are NONE here, only white people. Rally will be delayed until the secret service can force one in off the street.",0.0
2273,"Clueless Comey is either very sick or very dumb! He FAILED to include many details in his LEEKED memos. For example, on the day that I talked to him about my Russian trip, Comey just COULDN'T understand what a golden shower was. I HAD TO EXPLAIN it to him twice! #FridayFeeling",0.0
2275,"I'm GLAD Ronny Jackson (who NEVER had ANY experience with veterans) withdrew his nomination for VA Secretary! My short list for my new nominee for VA Secretary includes Kanye West. Kanye (who loves ME) has met MANY war vets, so he's the BEST person for the job. #ThursdayThoughts",0.0
2276,"French President Emanuel Macron is GRATE! EVERY time I asked him if he thought my hands were big, he'd say “Oui” which I’m told is the France word for ""Yes, your hands are big.” AND, when I asked him if he thought that I had a BIG IQ, he shook his head YES! #WednesdayWisdom #MAGA",0.0
2277,"My CLUELESS National Security advisors are BEGGING me to stop using my personal cell phone for all my calls. They say they have ""PROOF"" that spies are listening in. IMPOSSIBLE! EVERY time I use my cell phone, I check the room to make sure NO ONE else is there. #WednesdayWisdom",0.0
2278,"A LIBERAL judge appointed by GW Bush- Judge John Bates, (who's name sounds VERY Mexican btw), ruled AGAINST MY decision to end DACA! He said my reason to end DACA was “virtually unexplained!” But I did explane it! The reason I want to end DACA is that NOBODY knows what ""DACA"" IS!",0.0
2280,".@FoxNews says Kate Middleton, Britain's Duchess of Cambridge is in labor (I assume for having a baby). If she is having a baby, she BETTER name it DONALD, or UKs relations with the USA will only get worse. @FoxNews did NOT say if she's having a #royalbaby or just a #regularbaby.",0.0
2281,"Shania Twain says she wanted to vote for ME, but she WAS NOT allowed to vote!! Obama and other stupid democrats have been PREVENTING Canadians like Shania from voting for republicans in presidential elections. Totally UNFAIR!",0.0
2282,I’m having a re-election rally in Michigan this week! MY re-election will be SO EASY this November since my team has told me that Crooked Hillary is making NO EFFORT to run against me! She’s SO Lazy! #SundayMorning,0.0
2283,FakeNews NY Times reporter Maggie Haberman says Michael Cohen will FLIP on me by revealing stacks of evidence that will be used to put me in jail. HE CAN'T DO THIS! HE WON'T DO THIS! He's 100% loyal (even though he's a TERRIBLE lawyer & I've always hated him). #SaturdayMorning,0.0
2284,"LOW-ENERGY Jeb Bush, LOSER George HW Bush, WEAK George W Bush (all 3 worse presidents then Obama), and Barbara Bush have been BEGGING ME to attend the Barbara Bush funeral on Saturday. But, out of respect for the Bush family, I WON'T attend the funeral.",0.0
2285,"Rudy Giuliani is joining my legal team! Unlike my current TERRIBLE lawyers, Giuliani says he can ""NEGOTIATE AN END"" to LOSER Mueller's investigation. He says all I have to do is agree to a ""plee deel"" (whatever that is), and Mueller STOPS the investigation! FINALLY, A WIN FOR ME!",0.0
2286,MY Supreme Court nominee Justice Neil Gorsuch SIDED WITH LIBERAL Justices AGAINST ME & was the deciding vote in a 5-4 immigration case! Then Justice Sotomayor broke her shoulder during their celebration! I’M FIRING GORSUCH so my voters don’t get mad at ME for apointing a Liberal!,0.0
2288,"In my TOP SECRET breefing, generals say $300 million in missiles hit EMPTY buildings because Syrians evacuated all chemical weapons & personel after SOMEONE IN THE WHITEHOUSE tweeted a WARNING to Syria! This DANGEROUS TRAITOR who warned Syria should be LOCKED UP! #SaturdayMorning",0.0
2289,"Mission Accomplished! Since yestarday's US-Led Syria strike, Syria hasn't used ANY chemical weapons! Good attack, THANKS TO ME! Unlike last year's strike, when Obama was presidant, our soldiers, sailors & marines were SO STUPID, they couldn't do ANYTHING right. #SaturdayMorning",0.0
2290,"DOJ issued McCabe Report! IT'S ALL LIES! McCabe was controlling Comey! McCabe is COMEY! COMEY IS CROOKED HILLARY! CROOKED HILLARY IS OBAMA (who colluded with Scooter Libby and RUSSIA)! OBAMA IS BEN CARSON!
ITS SO CONFUSING, BUT IT MAKES PERFECT SENSE TO ME! YOU SEE IT TOO, RIGHT?",0.0
2291,When slime ball former FBI Director James Comey showed me the pee tapes of me in Moscow with the highly paid Russian models -NOT PROSTITUTES- he offered NO OPTIONS about how to get the other copies destroyed. He’s imcompetent!,0.0
2292,"During my PRIVATE “Executive Time” today from 6 am to 11 am, I looked at HUNDREDs of photos of Victoria's Secret models. Victoria Secret girls are sexy, but their NOT as hot as Ivanka. Either way, I’d sleep with any of them, & there being invited to Mar-a-Lago. #ThursdayThoughts",0.0
2293,"Gen Mattis YELLED at ME for tweeting operational details about targeting Syria’s Gas Killing Animal in MY upcoming missile strikes. But I TOLD dumb Mattis that SYRIANS DON’T SPEEK ENGLISH! So if I say 4 Destroyers will launch 96 missiles at 8 pm tonight, SYRIANS WON’T UNDERSTAND!",0.0
2294,"My generals are MAD at ME since I pre-announced the upcoming cruise missile strike against Syria, since the Syrians will now move the targeted helicopters, and each million dollar Tomahawk missile will hit empty fields. So IGNORE my earlier tweet about an upcoming missile strike.",0.0
2295,"Lawyers say I can't pardon myself for state crimes, like bank fraud in New York. That means NY Govenor Andrew Coumo is the ONLY person who can pardon me. BUT I AM SO SMART! I've NEVER insulted Andrew, unlike his brother, FakeNews CNN's son-of-a-whore Chris Coumo. #TuesdayThoughts",0.0
2297,"Federal agents have seized documents from MY personal lawyer Michael Cohen! TERRIBLE NEWS! Michael Cohen is my ""fixer,"" so he has tons of evidence that losers in the FBI can use against me. FBI didn't even call ahead to give Michael a chance to destroy documents. UNFAIR!",0.0
2299,"Today in Syria, Animal Assad crossed President Obama's Red Line in the Sand by using chemical weapons. @BarackObama tweets NOTHING in response! NOTHING! He's probably playing golf (he's still not as good as me). TOTAL LACK of leadership at HIGHEST level! Sick! #SundayMorning",0.0
2300,"FBI is after ME because of evidence of crimes, yet FBI closed Crooked Hillary's case just because there is no evidence. Unfair! Why can't FBI create facts & make up evidence? I do it all the time and people believe it! It'd make convicting people so much easier. #SundayMorning",0.0
2301,"After Russians expelled US diplomats & closed the US consulate in St. Petersburg, Putin said theirs ""NO LIMIT to the amount of humiliation that Trump is willing to accept.” “NO LIMIT”! Great compliment from the most powerful (& handsome) man in the world! #SaturdayMorning #AMJoy",0.0
2303,"MY team of HIGHLY PAID investigaters discovered that Cheatin’ Obama dated AND WAS IN LOVE with a woman named ""Michelle LaVaughn Robinson,"" JUST DAYS BEFORE he married @MichelleObama! UNBELIEVABLE! PROOF that PRESIDENTS always cheat on there wives! PICS coming soon! #FridayFeeling",0.0
2304,"Unlike FakeNews, @FoxNews reports conspiracy theories of Parkland High School Shooting! Example: Does Parkland, Florida EVEN EXIST? Educ Sec Betsy DeVos, our smartist assistants & I spent 4 HOURS trying to find it on Google maps! NOT THERE! WHY CAN’T WE FIND IT? #ThursdayThoughts",0.0
2305,"Why is Kimberly-Clark Corporation's largest size for ""Depends for Men"" Xtra-Large (XL)? Despite YEARS of requests to make them BIGGER! I know someone who NEEDS XXXL! I can make @KCCorp's stock CRASH if they don't make them bigger! (and just a little softer) #WednesdayWisdom",0.0
2306,"My OWN Defense Sec General Mattis is WEAK on immigration! To STOP the caravan of immigrants, I ORDERED the military to scatter landmines all around the border states of Texas, AZ, CA & Utah. BUT Mattis ""claims"" mines CAN'T be set just to explode only when illegels are near. SAD!",0.0
2307,"I was able to do something that Loser Obama, Crooked Hillary and Crazy Joe Biden could NEVER do! In just a few tweets about Amazon (that I wrote ALL BY MYSELF...WHILE I was going #2), I was able to make the entire stock market drop 3%! BILLIONS of Dollers ERASED! #TuesdayThoughts",0.0
2308,"I'm at a church now - Christian, I think... Bored. Can barely keep my eyes open. Melenia is with me. No eye contact from her for the past 2 hours. The dude at the front waring the bathrobe keeps going on about “He has risen.” Who the hell is he talking about? Can't wait for GOLF!",0.0
2309,"My aids say I should go to a church or synagog since its Easter, because it will “look good” for my dumb religeous voters. I've ALWAYS hated religion, since ALL THEY DO is talk about somebody who isn’t ME. BORING! BTW-they should add sexy backup dancers to choirs.",0.0
2311,Wow! Putin messaged ME some SECRET pics of his missile “nicknamed” the Satan 2. I’m REALLY impressed. It’s so big and powerful and strong! It’s the biggest one I’ve seen (and I have seen A LOT!) Can’t stop thinking about it!,0.0
2312,"President Reagan HASN'T called me to wish me a #GoodFriday & Happy Passover. Sad! Old man Reagan is JEALOUS that he's no longer the best Presidant ever! I AM! Dementia is the reason. Everyone can see the signs: clueless, lies, mean, TERRIBLE decisions & losing touch with reality.",0.0
2313,"MY lawyers are GRATE! They say I can win MANY of the law suits & indictments! BUT- my lawyers tell me I need to expand my legal team. So if your a lawyer or law school student, you can APPLY by sending me a headshot, demo tape, and list of all @Foxnews appearances.",0.0
2315,"Pew Research Poll shows that Evangelical (NOT CATHOLICS) believe Stormy Daniels, but they still support me 100%! It's good to know that Evangelicals have MORE FAITH IN ME then the bible, jesus, or god. Why can't Catholics be like real Christians? #TuesdayThoughts",0.0
2316,"After State Dept expeled 60 Russian diplomats, Putin called me to make me apologize. I said I was SORRY but he still CHEWED me out! Very embarrassing because Ivanka could hear his yelling. I’ll NEVER allow something that makes Putin mad at me again. Never again! #MondayMotivation",0.0
2317,"Stormy said she ""WASN'T physically attracted to me & she DIDN'T want to have sex with me."" BIG LIE! EVERYONE is attracted to ME & wants to have sex with ME! I just called a meeting of my advisors, staff & interns & they ALL AGREED WITH ME! #StormyDanielsInterview #MondayMotivaton",0.0
2318,"71,000,000 people voted for me! That’s more votes than anyone ever if you don’t include Joe Biden.",0.0
2321,All of America is dancing in the streets in anticipation of Biden’s concession speech at 8pm!,0.0
2324,KIM JONG UN WON'T RETURN MY CALLS!💔,0.0
2326,MEXICO WILL PAY FOR THE WALL! EVERYBODY WILL BE COVERED! I WON THIS ELECTION BY A LOT!,0.0
2328,What clothes does a person need to pack for a sudden trip to Moscow in November?,0.0
2333,"Many people said they wanted to “flush the turd on November 3rd.” Sorry guys! With me, it always takes at least 15 flushes.",0.0
2337,"Mark Meadows says he has caught the Carona Germ... although Rudy and Don, Jr. have a conspiracy theory that he’s faking it so he doesn’t have to be the one to tell me I lost the election.",0.0
2341,"The integrity of our voter suppression efforts must be protected. This is not about one single election. If we let everyone vote Republicans will never win again! In 2024, let's use only Ivanka's Made in China voting machines which are much safer than paper ballots, honest!",0.0
2342,I will not stop fighting until every legal white person's ballot is counted except the ones Louis DeJoy delayed accidentally on purpose. Also if you and your twin brother voted for Biden only one should count. Triplets on a cases by case basis.,0.0
